funcName,label,fileName,paramList,cyclomaticNum,loopNum,nestingDegree,SLOC,ALOC,localVars,localPtrVars,pointerArgs,callees,callers,height,conditions,cmps,jmps,ptrAssn,app
LZWPreDecode,0,tif_lzw.c,2,16,0,11,31,80,0,44,0,8,0,0,2,1,5,0,libtiff
LZWPreEncode,0,tif_lzw.c,2,5,0,8,19,39,0,44,0,4,0,0,0,1,1,0,libtiff
LZWSetupDecode,0,tif_lzw.c,1,24,1,12,33,57,1,44,0,10,0,0,5,2,8,0,libtiff
LZWSetupEncode,0,tif_lzw.c,1,10,0,10,12,33,0,44,0,4,0,0,1,1,3,0,libtiff
makebwmap,0,tif_getimage.c,1,26,1,12,54,65,5,12,0,19,1,2,4,3,7,1,libtiff
makecmap,0,tif_getimage.c,1,27,6,12,53,104,7,14,0,19,1,0,3,6,12,1,libtiff
malloc,0,unknown,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,libtiff
memcmp,0,unknown,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,libtiff
memcpy,0,unknown,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,libtiff
memmove,0,unknown,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,libtiff
memset,0,unknown,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,libtiff
MissingRequired,0,tif_dirread.c,2,2,0,7,6,19,0,36,1,1,5,4,0,0,0,0,libtiff
mmap,0,unknown,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,libtiff
multiply,0,tif_tile.c,4,17,0,9,11,20,1,36,1,1,30,4,1,2,2,0,libtiff
multiply,0,tif_strip.c,4,17,0,9,11,20,1,36,1,1,30,4,1,2,2,0,libtiff
multiply,0,tif_pixarlog.c,2,17,0,7,7,20,1,36,1,0,30,4,1,2,2,0,libtiff
multiply,0,tif_luv.c,2,17,0,7,7,20,1,36,1,0,30,4,1,2,2,0,libtiff
munmap,0,unknown,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,libtiff
NeXTDecode,1,tif_next.c,4,33,9,14,68,148,2,37,1,4,0,0,8,10,25,1,libtiff
NotConfigured,0,tif_codec.c,2,1,0,5,9,15,0,36,0,0,0,0,0,0,0,0,libtiff
OkToChangeTag,0,tif_dir.c,2,19,0,13,13,52,0,37,0,4,1,8,3,3,8,0,libtiff
oog_encode,0,tif_luv.c,2,32,16,15,56,142,0,0,0,3,4,6,13,7,23,0,libtiff
open,0,unknown,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,libtiff
open,0,tif_acorn.c,3,0,0,11,35,1,0,0,0,3,9,2,2,0,0,0,libtiff
PackBitsDecode,0,tif_packbits.c,4,23,5,12,83,87,4,37,1,2,0,0,8,8,12,1,libtiff
PackBitsEncode,0,tif_packbits.c,4,39,25,15,103,130,8,40,1,2,1,2,17,21,39,19,libtiff
PackBitsEncodeChunk,0,tif_packbits.c,4,13,0,10,16,37,1,36,1,1,0,0,3,2,5,0,libtiff
PackBitsPostEncode,0,tif_packbits.c,1,4,0,8,5,14,0,36,0,1,0,0,1,0,1,0,libtiff
PackBitsPreEncode,1,tif_packbits.c,2,12,0,11,10,33,0,36,0,4,0,0,2,0,4,2,libtiff
pickTileContigCase,0,tif_getimage.c,1,6,0,16,82,31,1,11,0,3,1,0,15,1,3,0,libtiff
pickTileSeparateCase,0,tif_getimage.c,1,31,0,16,31,48,1,11,0,1,1,0,9,7,15,0,libtiff
PixarLogCleanup,1,tif_pixarlog.c,1,34,0,12,28,44,0,45,0,12,0,0,9,1,10,0,libtiff
PixarLogClose,0,tif_pixarlog.c,1,1,0,7,5,12,0,42,0,0,0,0,0,0,0,0,libtiff
